model,model_slug,qp,idx,cot_outcome,no_cot_outcome,cot_pred,no_cot_pred,ground_truth,no_cot_visible_reasoning,no_cot_refusal,no_cot_note
GPT-5.4 Nano,gpt-5.4-nano,QP6,1852,correct,incorrect,\frac{1}{1296},\frac{1}{70},\frac{1}{1296},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1938,correct,correct,\sqrt{3},\sqrt{3},\sqrt{3},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,1953,incorrect,incorrect,\frac{13}{20},\frac{7}{24},\frac{5}{12},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2011,incorrect,incorrect,100,1249,314,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2034,incorrect,incorrect,\frac{}{b}=\frac{5}{3},2,\frac{5}{3},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2041,correct,incorrect,2^{2013}-6036,x_{2012}=2^{2012}-1+1006\cdot2^{2011},2^{2013}-6036,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2074,incorrect,incorrect,4470,1100,7295,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2090,correct,correct,\frac{2017}{2},\frac{2017}{2},\frac{2017}{2},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2115,incorrect,incorrect,1420,130,820,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2118,correct,incorrect,14,7,14,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2128,correct,correct,\frac{108}{665},\frac{108}{665},\frac{108}{665},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2130,explicit_abstention,explicit_abstention,UNSURE,UNSURE,7,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2133,correct,incorrect,\frac{163}{256},\sum_{k=4}^{8}\binom{8}{k}(\frac{1}{2})^8\;=\;\frac{1}{256}(\binom84+\binom85+\binom86+\binom87+\binom88)\;=\;\frac{92}{256}\;=\;\frac{23}{64},\frac{163}{256},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2197,correct,correct,117,117,117,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2201,correct,correct,71,71,71,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2227,correct,correct,6,6,6,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2242,incorrect,incorrect,\frac{1}{4}-\frac{1}{4\cdot3^{2016}},\frac{1}{2},0,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2279,correct,correct,1,1,1,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2291,correct,correct,\frac{1}{8},\frac{1}{8},\frac{1}{8},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2332,correct,correct,46,46,46,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2350,correct,incorrect,56,18,56,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2416,correct,correct,2,2,2,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2447,correct,explicit_abstention,5,UNSURE,5,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2507,incorrect,incorrect,198,200,192,False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2524,incorrect,correct,15,83,83,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2577,correct,incorrect,30,60,30,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2637,correct,correct,1+\frac{1}{2009^2},\frac{4036082}{4036081},\frac{4036082}{4036081},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2673,explicit_abstention,incorrect,UNSURE,\frac{\pi}{4}\ln2-\frac{\pi^2}{8},\frac{3\pi}{8},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2748,incorrect,incorrect,C_n=\frac{n-1}{n^2},"\,C_n=\frac{n-1}{n^2}\,",\frac{1}{2n},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP6,2752,incorrect,correct,C_n=\frac{1}{n+1}\binom{2n}{n},2^{n-1},2^{n-1},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,30,incorrect,explicit_abstention,"(1)\18,\qquad(2)\81",UNSURE,6.25^2+3.75^2,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,64,incorrect,incorrect,30,45,{\angleNMB\cong45\cong\frac{\pi}{4}},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,82,incorrect,incorrect,\frac{256}{3125},\frac{2}{3}(\frac{1}{3})^4=\frac{2}{243},\frac{1}{12},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,89,incorrect,incorrect,38,38,33,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,190,incorrect,incorrect,\frac{540}{19},72,\frac{1170}{19},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,224,incorrect,incorrect,72\sqrt{3},27\sqrt{3},\frac{846\sqrt{3}}{49},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,254,incorrect,incorrect,1920,67200,436,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,258,incorrect,incorrect,5,63,10,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,280,incorrect,incorrect,10,8,17,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,303,incorrect,incorrect,303,7,729,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,323,incorrect,incorrect,N\approx17^{17/2}\approx1.72\times10^{10},N\approx17^{\frac{17}{2}}\approx6.2\times10^{10},327680\cdot2^{16},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,412,incorrect,incorrect,3541,5623,4002001,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,413,explicit_abstention,explicit_abstention,UNSURE,UNSURE,4,False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,427,incorrect,incorrect,36,27,\frac{256}{7},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,530,instructed_no_box_abstention,explicit_abstention,NO_BOX,UNSURE,1409,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,535,incorrect,incorrect,AB+BC+AC=84,126,168+48\sqrt{7},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,539,incorrect,explicit_abstention,1,UNSURE,516,False,False,Explicit UNSURE abstention; not a refusal.
GPT-5.4 Nano,gpt-5.4-nano,QP7,613,incorrect,explicit_abstention,1120,UNSURE,20160,False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,627,incorrect,incorrect,126,126,105,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,650,correct,incorrect,2^{2017}-2018,2^{2016}\bigl(2^{2016}-1\bigr),2^{2015}\cdot(2^{2017}-2018),True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,742,explicit_abstention,explicit_abstention,UNSURE,UNSURE,80,False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,744,incorrect,incorrect,42,30,100,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,751,incorrect,incorrect,\pi+\frac{3\sqrt{3}}{2},3\pi-\frac{\sqrt{3}}{4},\frac{2\pi-\sqrt{3}}{2},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,760,correct,correct,5,5,5,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,855,correct,incorrect,24,52,24,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,873,explicit_abstention,explicit_abstention,UNSURE,UNSURE,\frac{1}{3}(3x)+\frac{2}{3}(9),False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,878,incorrect,incorrect,\frac{269}{3},2023\cdot2^n-1,29,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,903,incorrect,incorrect,\frac{4}{3},6,\frac{11}{3},False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,933,incorrect,incorrect,6,6,32,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,936,incorrect,incorrect,\frac{(n-1)(n-2)}2,\lfloor\frac{(n-1)^2}{4}\rfloor,\binom{n}{2}-(n-2),True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1024,correct,incorrect,6,5,6,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1053,incorrect,incorrect,3,3,4,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1059,incorrect,incorrect,\lfloor\frac{n+1}{2}\rfloor,\lfloor\frac{n}{2}\rfloor,\lfloor\frac{-1+\sqrt{1+8n}}{2}\rfloor,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1067,incorrect,incorrect,31,37,41,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1082,correct,correct,64,64,64,False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1134,incorrect,incorrect,60,60,320,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1184,correct,incorrect,4,1,4,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1189,incorrect,correct,4372,1872,1872,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1199,incorrect,incorrect,\frac{1}{4},\frac{9}{8},\frac{\sqrt{7}}{12},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1207,correct,incorrect,72,120,72,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1244,incorrect,correct,\sqrt{11},\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1256,correct,correct,1,1,1,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1260,correct,incorrect,\frac{175}{1296},\frac{37}{1296},\frac{175}{1296},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1331,incorrect,incorrect,\frac{20001982}{9999},4473,37,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1342,incorrect,incorrect,159,343+128-1=470,470,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1362,correct,incorrect,55,33,55,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1401,correct,incorrect,\frac{1}{9},\frac{2}{3},\frac{1}{9},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1404,incorrect,incorrect,904,2020,673,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1459,correct,correct,899,899,899,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1464,correct,incorrect,356,3,356,False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1470,incorrect,incorrect,\frac{247}{378},\frac{212}{153},\frac{592}{969},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1534,correct,explicit_abstention,153,UNSURE,153,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1541,incorrect,incorrect,47,4,153,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1564,incorrect,explicit_abstention,12130,UNSURE,134610,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1638,correct,incorrect,\frac{\pi}{4},\frac{\pi}{4}-\frac{1}{2},\frac{\pi}{4},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1671,correct,explicit_abstention,1980,UNSURE,1980,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1683,correct,correct,26,26,26,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1701,correct,incorrect,\frac{1-\sqrt{2}}{2},1,\frac{1-\sqrt{2}}{2},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1723,incorrect,incorrect,2,2,5,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1724,correct,incorrect,12,2013,12,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1733,correct,incorrect,100,170,100,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1758,correct,incorrect,225,0,225,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1765,correct,incorrect,342,270,342,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1768,incorrect,incorrect,38,30,35,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1770,correct,incorrect,144,24,144,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1774,correct,correct,3,3,3,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1794,incorrect,incorrect,\frac{5460}{623},\frac{4}{3}\cdot(1-(\frac{3}{4})^6),5460,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1803,correct,correct,"\,2-\frac{\pi}{2}\,",2-\frac{\pi}{2},2-\frac{\pi}{2},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1815,incorrect,incorrect,\frac{1}{4},\frac{1}{4},\frac{2}{9},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1821,correct,incorrect,\frac{153}{1180},\frac{24}{60}=\frac{2}{5},\frac{153}{1180},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1852,correct,incorrect,\frac{1}{1296},\frac{1}{420},\frac{1}{1296},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1938,correct,incorrect,\sqrt{3},3,\sqrt{3},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,1953,incorrect,incorrect,\frac{1}{2},\frac{3}{4},\frac{5}{12},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2011,correct,incorrect,314,199,314,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2034,incorrect,incorrect,\frac{}{b}=\frac{5}{3},2,\frac{5}{3},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2041,correct,correct,2^{2013}-6036,(2012)\cdot2^{2010}+2^{2012},2^{2013}-6036,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2074,incorrect,incorrect,1297,2014+\;1400(\frac{3}{7})^2\;=\;2014+\frac{12600}{49}\;=\;\frac{198804}{49},7295,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2090,correct,incorrect,\frac{2017}{2},\frac{4033}{2},\frac{2017}{2},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2115,correct,incorrect,820,136,820,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2118,correct,incorrect,14,17,14,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2128,correct,incorrect,\frac{108}{665},\frac{1}{9},\frac{108}{665},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2130,correct,incorrect,7,13,7,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2133,correct,correct,\frac{163}{256},\frac{163}{256},\frac{163}{256},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2197,correct,correct,117,117,117,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2201,correct,correct,71,71,71,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2227,correct,incorrect,6,2,6,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2242,incorrect,incorrect,\frac{1}{3}+\frac{2}{3}(-\frac{1}{2})^{2017},\frac{1}{3}(1+\frac{2}{3^{2017}}),0,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2279,correct,correct,1,1,1,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2291,correct,correct,\frac{1}{8},\frac{1}{8},\frac{1}{8},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2332,correct,correct,46,46,46,False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2350,correct,incorrect,56,13,56,False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2416,correct,correct,2,2,2,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2447,correct,correct,5,5,5,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2507,incorrect,incorrect,54,216,192,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2524,incorrect,incorrect,45,15,83,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2577,incorrect,incorrect,60,60,30,True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2637,correct,incorrect,\frac{4036082}{4036081},2\cosh^2(\ln2009)-\sinh(\ln4036081),\frac{4036082}{4036081},False,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2673,incorrect,incorrect,\frac{\pi}{12},"\int_{0}^{1}f(x)\,d\frac{\pi}{8}",\frac{3\pi}{8},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2748,incorrect,incorrect,C_n=\frac{1}{2n},C_n=0,\frac{1}{2n},True,False,
GPT-5.4 Nano,gpt-5.4-nano,QP7,2752,incorrect,incorrect,F_{2n},\frac{n(n+1)}{2},2^{n-1},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,30,incorrect,correct,(1)10;(2)\frac{425}{8},\frac{425}{8},6.25^2+3.75^2,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,64,incorrect,incorrect,45,45,{\angleNMB\cong45\cong\frac{\pi}{4}},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,82,correct,correct,\frac{1}{12},\frac{1}{12},\frac{1}{12},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,89,correct,correct,33,33,33,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,190,correct,correct,\frac{1170}{19},\frac{1170}{19},\frac{1170}{19},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,224,correct,correct,\frac{846\sqrt{3}}{49},\frac{846\sqrt{3}}{49},\frac{846\sqrt{3}}{49},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,254,correct,correct,436,436,436,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,258,correct,explicit_abstention,10,UNSURE,10,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,280,incorrect,correct,15,17,17,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,303,incorrect,incorrect,8,7,729,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,323,incorrect,incorrect,2.88\times10^{10},17^{17/2},327680\cdot2^{16},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,412,explicit_abstention,correct,UNSURE,4002001,4002001,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,413,incorrect,incorrect,\infty,1,4,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,427,correct,correct,\frac{256}{7},\frac{256}{7},\frac{256}{7},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,530,incorrect,explicit_abstention,1141,UNSURE,1409,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,535,correct,correct,168+48\sqrt{7},168+48\sqrt{7},168+48\sqrt{7},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,539,instructed_no_box_abstention,correct,NO_BOX,516,516,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,613,incorrect,correct,1680,20160,20160,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,627,incorrect,incorrect,663,126,105,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,650,correct,correct,2^{4032}-1009\cdot2^{2016},2^{2016}(2^{2016}-1009),2^{2015}\cdot(2^{2017}-2018),True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,742,correct,explicit_abstention,80,UNSURE,80,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,744,correct,correct,100,100,100,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,751,incorrect,explicit_abstention,\frac{5\pi}{2},UNSURE,\frac{2\pi-\sqrt{3}}{2},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,760,correct,correct,5,5,5,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,855,correct,correct,24,24,24,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,873,explicit_abstention,explicit_abstention,UNSURE,UNSURE,\frac{1}{3}(3x)+\frac{2}{3}(9),False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,878,correct,correct,29,29,29,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,903,correct,correct,\frac{11}{3},\frac{11}{3},\frac{11}{3},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,933,correct,correct,32,32,32,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,936,correct,correct,\frac{n^2-3n+4}{2},\binom{n-1}{2}+1,\binom{n}{2}-(n-2),True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1024,incorrect,correct,5,6,6,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1053,correct,correct,4,4,4,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1059,incorrect,incorrect,n-2,n-2,\lfloor\frac{-1+\sqrt{1+8n}}{2}\rfloor,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1067,correct,correct,41,41,41,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1082,correct,correct,64,64,64,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1134,correct,correct,320,320,320,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1184,correct,correct,4,4,4,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1189,correct,no_box_violation,1872,NO_BOX,1872,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1199,correct,correct,\frac{\sqrt{7}}{12},\frac{\sqrt{7}}{12},\frac{\sqrt{7}}{12},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1207,correct,correct,72,72,72,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1244,correct,correct,\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},\frac{3\sqrt{11}}{2},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1256,correct,correct,1,1,1,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1260,correct,correct,\frac{175}{1296},\frac{175}{1296},\frac{175}{1296},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1331,correct,correct,37,37,37,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1342,correct,correct,470,470,470,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1362,correct,correct,55,55,55,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1401,incorrect,correct,Undefined,\frac{1}{9},\frac{1}{9},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1404,correct,correct,673,673,673,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1459,correct,correct,899,899,899,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1464,correct,correct,356,356,356,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1470,correct,correct,\frac{592}{969},\frac{592}{969},\frac{592}{969},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1534,correct,correct,153,153,153,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1541,correct,correct,153,153,153,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1564,correct,no_box_violation,134610,NO_BOX,134610,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1638,correct,correct,\frac{\pi}{4},\frac{\pi}{4},\frac{\pi}{4},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1671,correct,correct,1980,1980,1980,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1683,correct,correct,26,26,26,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1701,correct,correct,\frac{1-\sqrt{2}}{2},\frac{1-\sqrt{2}}{2},\frac{1-\sqrt{2}}{2},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1723,correct,correct,5,5,5,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1724,correct,correct,12,12,12,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1733,correct,correct,100,100,100,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1758,correct,correct,225,225,225,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1765,correct,correct,342,342,342,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1768,correct,correct,35,35,35,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1770,correct,correct,144,144,144,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1774,correct,correct,3,3,3,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1794,correct,correct,5460,5460,5460,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1803,correct,correct,2-\frac{\pi}{2},2-\frac{\pi}{2},2-\frac{\pi}{2},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1815,correct,correct,\frac{2}{9},\frac{2}{9},\frac{2}{9},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1821,correct,correct,\frac{153}{1180},\frac{153}{1180},\frac{153}{1180},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1852,correct,correct,\frac{1}{1296},\frac{1}{1296},\frac{1}{1296},False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1938,correct,correct,\sqrt{3},\sqrt{3},\sqrt{3},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,1953,correct,correct,\frac{5}{12},\frac{5}{12},\frac{5}{12},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2011,correct,correct,314,314,314,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2034,correct,correct,\frac{5}{3},\frac{5}{3},\frac{5}{3},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2041,correct,correct,2^{2013}-6036,2^{2013}-6036,2^{2013}-6036,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2074,mixed_box_violation,correct,[MIXED],7295,7295,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2090,correct,correct,1008.5,1008.5,\frac{2017}{2},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2115,correct,correct,820,820,820,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2118,correct,correct,14,14,14,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2128,correct,correct,\frac{108}{665},\frac{108}{665},\frac{108}{665},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2130,correct,correct,7,7,7,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2133,correct,correct,\frac{163}{256},\frac{163}{256},\frac{163}{256},True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2197,correct,correct,117,117,117,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2201,correct,correct,71,71,71,True,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2227,correct,correct,6,6,6,False,False,
Qwen3.5 397B A17B,qwen3.5-397b-a17b,QP6,2242,correct,correct,0,0,0,True,False,
