model,model_display,intervention,intervention_display,setting,setting_display,consequence_type,penalty,decision_threshold,idx,difficulty,domain,source,category,abstained,outcome_valid,final_score,ground_truth,candidate_answer_raw,candidate_answer,candidate_parse_status,candidate_match_count,confidence_raw,confidence_line,confidence,confidence_parse_status,confidence_parse_route,confidence_normalization,confidence_match_count,confidence_conflict,stored_confidence_raw,stored_confidence_normalized,stored_confidence_match,source_path,candidate_correct
gpt-5.4-nano,GPT-5.4 Nano,2,Multi-turn,QP7,QP7,qualitative,,,2074,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons"", ""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",HMMT_11,abstained,1,True,False,7295,0,0,stored_turn1,1,0.05,CONFIDENCE: 0.05,0.05,parsed,explicit_line,unit_interval,1,False,0.05,0.05,True,evaluation/output/interventions/gpt-5.4-nano_int2_QP7/cautious_eval.jsonl,0.0
gpt-5.4-nano,GPT-5.4 Nano,2,Multi-turn,QP7,QP7,qualitative,,,2118,4.5,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",HMMT_11,abstained,1,True,False,14,14,14,stored_turn1,1,0.48,CONFIDENCE: 0.48,0.48,parsed,explicit_line,unit_interval,1,False,0.48,0.48,True,evaluation/output/interventions/gpt-5.4-nano_int2_QP7/cautious_eval.jsonl,1.0
gpt-5.4-nano,GPT-5.4 Nano,2,Multi-turn,QP7,QP7,qualitative,,,2115,5.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations"", ""Mathematics -> Geometry -> Plane Geometry -> Polygons""]",HMMT_11,abstained,1,True,False,820,130,130,stored_turn1,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/gpt-5.4-nano_int2_QP7/cautious_eval.jsonl,0.0
gpt-5.4-nano,GPT-5.4 Nano,2,Multi-turn,QP7,QP7,qualitative,,,1184,4.5,"[""Mathematics -> Algebra -> Prealgebra -> Simple Equations""]",HMMT_2,correct,0,True,True,4,4,4,stored_turn1,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/gpt-5.4-nano_int2_QP7/cautious_eval.jsonl,1.0
gpt-5.4-nano,GPT-5.4 Nano,2,Multi-turn,QP7,QP7,qualitative,,,1067,7.0,"[""Mathematics -> Number Theory -> Prime Numbers""]",china_team_selection_test,abstained,1,True,False,41,37,37,stored_turn1,1,0.22,CONFIDENCE: 0.22,0.22,parsed,explicit_line,unit_interval,1,False,0.22,0.22,True,evaluation/output/interventions/gpt-5.4-nano_int2_QP7/cautious_eval.jsonl,0.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2332,1.0,"[""Mathematics -> Algebra -> Prealgebra -> Simple Equations""]",pascal,correct,0,True,True,46,46,46,parsed,1,1.0,2. CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2279,1.0,"[""Mathematics -> Algebra -> Prealgebra -> Integers""]",fermat,correct,0,True,True,1,1,1,parsed,1,1.0,2. CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2291,2.5,"[""Mathematics -> Algebra -> Intermediate Algebra -> Exponential Functions""]",fermat,correct,0,True,True,\frac{1}{8},1/8,1/8,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2350,2.0,"[""Mathematics -> Algebra -> Prealgebra -> Integers""]",fermat,correct,0,True,True,56,56,56,parsed,1,0.99,2. CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2201,2.0,"[""Mathematics -> Number Theory -> Factorization""]",cayley,correct,0,True,True,71,71,71,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,1.0,1.0,False,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2416,1.0,"[""Mathematics -> Algebra -> Prealgebra -> Simple Equations""]",pascal,correct,0,True,True,2,2,2,parsed,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1401,4.0,"[""Mathematics -> Number Theory -> Factorization""]",HMMT_2,correct,0,True,True,\frac{1}{9},1/9,1/9,parsed,1,0.98,CONFIDENCE: 0.98,0.98,parsed,explicit_line,unit_interval,1,False,0.98,0.98,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2227,2.0,"[""Mathematics -> Algebra -> Prealgebra -> Integers""]",cayley,correct,0,True,True,6,6,6,parsed,1,1.0,2. CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2242,5.25,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,correct,0,True,True,0,0,0,parsed,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1534,5.0,"[""Mathematics -> Algebra -> Algebra -> Algebraic Expressions""]",HMMT_2,correct,0,True,True,153,153,153,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2447,2.5,"[""Mathematics -> Algebra -> Prealgebra -> Integers""]",pascal,correct,0,True,True,5,5,5,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1459,5.5,"[""Mathematics -> Algebra -> Algebra -> Polynomial Operations""]",HMMT_2,correct,0,True,True,899,899,899,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1638,3.5,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,correct,0,True,True,\frac{\pi}{4},\frac{\pi}{4},\frac{\pi}{4},parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1470,5.0,"[""Mathematics -> Algebra -> Algebra -> Polynomial Operations"", ""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",HMMT_2,correct,0,True,True,\frac{592}{969},592/969,592/969,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1464,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons""]",HMMT_2,correct,0,True,True,356,356,356,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,650,4.5,"[""Mathematics -> Discrete Mathematics -> Combinatorics"", ""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Other""]",HMMT_11,correct,0,True,True,2^{2015}\cdot(2^{2017}-2018),2^{4032} - 1009 \cdot 2^{2016},2^{4032} - 1009 \cdot 2^{2016},parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,258,4.5,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations""]",HMMT_2,incorrect_standard,0,True,False,10,90,90,parsed,1,0.97,CONFIDENCE: 0.97,0.97,parsed,explicit_line,unit_interval,1,False,0.97,0.97,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,0.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1671,4.5,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities"", ""Mathematics -> Number Theory -> Prime Numbers""]",HMMT_2,correct,0,True,True,1980,1980,1980,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1701,5.25,"[""Mathematics -> Algebra -> Intermediate Algebra -> Complex Numbers""]",HMMT_2,correct,0,True,True,\frac{1-\sqrt{2}}{2},\frac{1 - \sqrt{2}}{2},\frac{1 - \sqrt{2}}{2},parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,613,5.25,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Combinations""]",HMMT_2,correct,0,True,True,20160,20160,20160,parsed,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1683,4.0,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",HMMT_11,correct,0,True,True,26,26,26,parsed,1,0.99,2. CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,323,5.5,"[""Mathematics -> Algebra -> Linear Algebra -> Matrices""]",HMMT_2,correct,0,True,True,327680\cdot2^{16},"21,474,836,480","21,474,836,480",parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1541,5.5,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",HMMT_2,correct,0,True,True,153,153,153,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2637,5.0,"[""Mathematics -> Algebra -> Intermediate Algebra -> Complex Numbers""]",HMMT_2,correct,0,True,True,\frac{4036082}{4036081},\frac{4036082}{4036081},\frac{4036082}{4036081},parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,1.0,1.0,False,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2507,2.25,"[""Mathematics -> Geometry -> Solid Geometry -> 3D Shapes""]",pascal,correct,0,True,True,192,192,192,parsed,1,1,CONFIDENCE: 1,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,535,5.25,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations"", ""Mathematics -> Algebra -> Intermediate Algebra -> Other""]",HMMT_2,correct,0,True,True,168+48\sqrt{7},168 + 48\sqrt{7},168 + 48\sqrt{7},parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.95,0.95,False,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2577,1.5,"[""Mathematics -> Geometry -> Plane Geometry -> Angles""]",pascal,correct,0,True,True,30,30^\circ,30^\circ,parsed,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.99,0.99,False,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,303,5.0,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",HMMT_2,abstained,1,True,False,729,,,missing,0,0.4,CONFIDENCE: 0.4,0.4,parsed,explicit_line,unit_interval,1,False,0.4,0.4,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1723,5.25,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Other""]",HMMT_11,correct,0,True,True,5,5,5,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2197,4.0,"[""Mathematics -> Algebra -> Intermediate Algebra -> Exponential Functions""]",HMMT_11,correct,0,True,True,117,117,117,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2748,7.5,"[""Mathematics -> Algebra -> Intermediate Algebra -> Inequalities"", ""Mathematics -> Algebra -> Other""]",middle_european_mathematical_olympiad,abstained,1,True,False,\frac{1}{2n},,,missing,0,,,,missing,none,none,0,False,,,,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,412,5.0,"[""Mathematics -> Algebra -> Algebra -> Polynomial Operations""]",HMMT_2,abstained,1,True,False,4002001,UNSURE,,abstain_or_empty,1,0.1,CONFIDENCE: 0.1,0.1,parsed,explicit_line,unit_interval,1,False,0.1,0.1,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,878,9.0,"[""Mathematics -> Calculus -> Differential Calculus -> Applications of Derivatives""]",putnam,correct,0,True,True,29,,,missing,0,,,,missing,none,none,0,False,,,,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,760,2.5,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",fermat,correct,0,True,True,5,5,5,parsed,1,0.99,2. CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,751,4.5,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons"", ""Mathematics -> Geometry -> Plane Geometry -> Area""]",HMMT_11,incorrect_standard,0,True,False,\frac{2\pi-\sqrt{3}}{2},5\pi/2,5\pi/2,parsed,1,0.97,CONFIDENCE: 0.97,0.97,parsed,explicit_line,unit_interval,1,False,0.97,0.97,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,0.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,413,6.0,"[""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",apmoapmo_sol,incorrect_standard,0,True,False,4,1,1,parsed,1,0.85,CONFIDENCE: 0.85,0.85,parsed,explicit_line,unit_interval,1,False,0.85,0.85,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,0.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1765,5.0,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities"", ""Mathematics -> Applied Mathematics -> Math Word Problems""]",HMMT_11,correct,0,True,True,342,342,342,parsed,1,0.99,2. CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2673,7.0,"[""Mathematics -> Calculus -> Integral Calculus -> Techniques of Integration -> Single-variable"", ""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",putnam,correct,0,True,True,\frac{3\pi}{8},3\pi/8,3\pi/8,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,742,2.5,"[""Mathematics -> Geometry -> Plane Geometry -> Angles""]",fermat,abstained,1,True,False,80,20,20,parsed,1,0.3,CONFIDENCE: 0.3,0.3,parsed,explicit_line,unit_interval,1,False,0.0,0.0,False,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,0.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,873,1.0,"[""Mathematics -> Algebra -> Algebra -> Algebraic Expressions""]",pascal,abstained,1,True,False,\frac{1}{3}(3x)+\frac{2}{3}(9),Options Not Provided,Options Not Provided,parsed,1,0.0,2. CONFIDENCE: 0.0,0.0,parsed,explicit_line,unit_interval,1,False,,,,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,0.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,2524,2.5,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",pascal,correct,0,True,True,83,83,83,parsed,1,0.98,CONFIDENCE: 0.98,0.98,parsed,explicit_line,unit_interval,1,False,0.95,0.95,False,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1770,4.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Counting Methods -> Permutations""]",HMMT_11,correct,0,True,True,144,144,144,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1733,4.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons""]",HMMT_11,correct,0,True,True,100,100,100,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,539,5.25,"[""Mathematics -> Algebra -> Algebra -> Equations and Inequalities"", ""Mathematics -> Geometry -> Plane Geometry -> Angles"", ""Mathematics -> Precalculus -> Trigonometric Functions""]",HMMT_2,correct,0,True,True,516,5/16,5/16,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,1.0,1.0,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,0.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1774,4.5,"[""Mathematics -> Algebra -> Intermediate Algebra -> Complex Numbers""]",HMMT_11,correct,0,True,True,3,3,3,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1815,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Polygons"", ""Mathematics -> Algebra -> Algebra -> Equations and Inequalities""]",HMMT_11,abstained,1,True,False,\frac{2}{9},,,missing,0,,,,missing,none,none,0,False,,,,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1803,4.5,"[""Mathematics -> Geometry -> Plane Geometry -> Area"", ""Mathematics -> Calculus -> Integral Calculus -> Series -> Other""]",HMMT_11,correct,0,True,True,2-\frac{\pi}{2},2 - \frac{\pi}{2},2 - \frac{\pi}{2},parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1758,5.0,"[""Mathematics -> Discrete Mathematics -> Combinatorics""]",HMMT_11,correct,0,True,True,225,225,225,parsed,1,0.99,CONFIDENCE: 0.99,0.99,parsed,explicit_line,unit_interval,1,False,0.99,0.99,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,1794,5.0,"[""Mathematics -> Applied Mathematics -> Statistics -> Probability -> Other""]",HMMT_11,correct,0,True,True,5460,5460,5460,parsed,1,1.0,CONFIDENCE: 1.0,1.0,parsed,explicit_line,unit_interval,1,False,0.99,0.99,False,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,427,5.0,"[""Mathematics -> Geometry -> Plane Geometry -> Angles"", ""Mathematics -> Geometry -> Plane Geometry -> Triangulations""]",HMMT_2,correct,0,True,True,\frac{256}{7},256/7,256/7,parsed,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
qwen3.5-397b,Qwen3.5-397B,1,"Single-turn, multi-step",Quant-25,$r_{25}$,quantitative,25.0,0.9615384615384616,744,4.0,"[""Mathematics -> Algebra -> Linear Algebra -> Linear Equations -> Other""]",HMMT_11,correct,0,True,True,100,100,100,parsed,1,0.95,CONFIDENCE: 0.95,0.95,parsed,explicit_line,unit_interval,1,False,0.95,0.95,True,evaluation/output/interventions/qwen3.5-397b_int1_Quant-25/cautious_eval.jsonl,1.0
